step,magnitude,direction_x,direction_y,direction_z,episode
31,4.903707888260919,-2.492059950138046e-18,4.306605298260549e-18,-0.9999999979607268,1
32,4.903908288533165,-4.432429335939076e-19,-3.4348966639811064e-18,-0.9999999979608102,1
33,4.904077538945911,6.53386465638102e-20,1.3928987475487962e-17,-0.9999999979608806,1
34,4.904220501330923,4.037715090728123e-20,-6.1997650775846635e-18,-0.99999999796094,1
35,4.904341272872364,2.5285266313341553e-19,5.278348882571533e-18,-0.9999999979609902,1
36,4.904443308072922,8.423053308554421e-21,5.657190406173243e-18,-0.9999999979610327,1
37,4.904529520763441,3.676225866781862e-20,-6.853399397506123e-18,-0.9999999979610684,1
38,4.904602369568952,2.1863021654402688e-20,-1.0710269251253488e-17,-0.9999999979610987,1
39,4.904663929618471,2.4984155244528208e-19,4.983886126997706e-18,-0.9999999979611244,1
40,4.90471595278415,-1.0837329026337092e-19,1.492674398716657e-18,-0.9999999979611459,1
41,4.9047599183357065,-1.2046722668609495e-16,-6.2703529412568225e-18,-0.9999999979611642,1
42,4.904797075570908,-7.579265730079963e-17,-2.7514676687868907e-18,-0.9999999979611797,1
43,4.9048284797180255,-1.68701387018446e-17,1.1103547770974827e-17,-0.9999999979611928,1
44,4.904855022189872,-3.657987806747118e-18,4.727684234995037e-18,-0.9999999979612038,1
45,4.90487745609097,-7.638619628129934e-19,-5.469899810702856e-18,-0.9999999979612131,1
46,4.904896417730769,-2.8829567565565023e-19,-5.958479359545095e-18,-0.999999997961221,1
47,4.904912444775526,-6.629967953660332e-17,-8.081784722882774e-18,-0.9999999979612276,1
48,4.90492599156755,-1.459649268779082e-17,6.654052516963654e-18,-0.9999999979612333,1
49,4.904937442057962,-3.457824322119068e-18,1.7389700940378827e-18,-0.9999999979612381,1
50,4.904947120726274,-7.796813299069375e-19,2.1498113220965567e-18,-0.9999999979612421,1
51,4.9049553018020156,-4.2724001544464674e-19,-1.4097428709272592e-17,-0.9999999979612455,1
52,4.904962217053818,-2.255888704072133e-19,-1.5115055357061128e-18,-0.9999999979612483,1
53,4.9049680623690115,-1.1530970614961718e-16,-1.4089951811470194e-17,-0.9999999979612507,1
54,4.904973003312103,-2.5577792283837125e-17,-7.723225281888008e-19,-0.9999999979612528,1
55,4.904977179821325,-5.764737570223481e-18,-4.3500126142616935e-18,-0.9999999979612545,1
56,4.904980710176948,-1.4169128168834073e-18,1.7259588479177438e-17,-0.999999997961256,1
57,4.904983694354539,1.7873466123389206e-20,4.274452251820808e-19,-0.9999999979612573,1
58,4.904986216858635,-3.61708842065823e-19,-7.302119216468416e-18,-0.9999999979612583,1
59,4.904988349117659,-4.651980630506991e-20,1.562486527581616e-17,-0.9999999979612592,1
60,4.904990151507626,4.737948928215784e-20,-2.6822178245256773e-18,-0.9999999979612599,1
61,4.904991675062701,1.2733553178646023e-19,7.586169085144382e-18,-0.9999999979612606,1
62,4.90499296292106,-8.875366701946345e-20,8.601877087719237e-18,-0.9999999979612612,1
63,4.904994051546428,-2.60812077128853e-20,1.7541170146324526e-18,-0.9999999979612616,1
64,4.904994971761154,4.5189899137529624e-20,-1.1330095443829157e-17,-0.9999999979612619,1
65,4.904995749618989,3.5278648765294556e-19,-1.0123055755515818e-17,-0.9999999979612623,1
66,4.904996407142846,-1.3656946709749923e-20,6.448283178461534e-18,-0.9999999979612625,1
67,4.904996962948614,-3.1164004016667094e-19,9.59436666832325e-18,-0.9999999979612628,1
68,4.904997432772149,1.091456940427177e-19,-2.574069510994118e-18,-0.9999999979612629,1
69,4.904997829914949,-8.11915963259557e-20,-8.969804818091203e-18,-0.9999999979612632,1
70,4.904998165620597,2.28346903889556e-19,9.474637301772451e-18,-0.9999999979612633,1
71,4.904998449393373,1.97801408431226e-20,-1.2300044058403112e-17,-0.9999999979612634,1
72,4.904998689267305,1.8497910697765149e-19,2.4732977949456577e-19,-0.9999999979612635,1
73,4.904998892033403,-8.943152158480923e-21,-8.666074307177129e-19,-0.9999999979612636,1
74,4.904999063432129,8.247446799370043e-20,-9.144932851723343e-18,-0.9999999979612636,1
75,4.9049992083160365,-6.356672087175543e-20,-4.052835905612643e-18,-0.9999999979612637,1
76,4.904999330786854,-1.4497562834360443e-19,1.2974676266024488e-17,-0.9999999979612637,1
77,4.904999434311797,3.764954018198043e-20,-7.351304754996211e-19,-0.9999999979612638,1
78,4.9049995218218045,-1.5129896760503177e-19,-1.238639478727138e-18,-0.9999999979612638,1
79,4.904999595794314,-2.851038290660661e-20,-1.4322689676175933e-17,-0.9999999979612638,1
80,4.904999658323491,-1.2544275841875054e-19,-1.4982545736981807e-17,-0.9999999979612639,1
81,4.9049997111796255,3.4411313708327674e-16,-8.074026143960202e-18,-0.9999999979612639,1
82,4.904999755859104,-6.320083368737485e-17,5.464928537417647e-18,-0.9999999979612639,1
83,4.904999793626827,-6.294549707757507e-17,5.1692825183799876e-18,-0.9999999979612639,1
84,4.904999825552018,-6.318106673494364e-17,1.0814185049411677e-17,-0.9999999979612639,1
85,4.904999852538507,-1.4063488355000065e-17,6.97608476021545e-18,-0.9999999979612639,1
86,4.904999875350268,-3.330893963070339e-18,-2.8216144849389254e-18,-0.9999999979612639,1
87,4.904999894633111,-4.9347150989744715e-17,-1.3074573031735599e-17,-0.999999997961264,1
88,4.9049999109329985,-1.1302306961766639e-17,3.9278714916732085e-18,-0.999999997961264,1
89,4.904999924711347,-2.4003568681768844e-18,-4.52632607507176e-18,-0.999999997961264,1
90,4.904999936358225,-5.389658352519743e-19,1.0226430639097865e-17,-0.999999997961264,1
91,4.904999946203366,-2.4543836993551828e-20,-5.8380566266376224e-18,-0.999999997961264,1
92,4.9049999545255165,4.63462137407978e-16,-1.6365766808325852e-17,-0.999999997961264,1
93,4.9049999615602475,-3.6132961163765274e-17,1.028611405151422e-17,-0.999999997961264,1
94,4.904999967506743,-8.339355011696286e-18,1.300654478867291e-17,-0.999999997961264,1
95,4.904999972533321,-1.7075471892725101e-18,-2.6347466781778837e-18,-0.999999997961264,1
96,4.904999976782335,-8.956144604866617e-17,-1.0130158958811155e-17,-0.999999997961264,1
97,4.904999980374035,-1.9914293995304255e-17,1.1599809431800996e-17,-0.999999997961264,1
98,4.904999983410082,-4.723691438478648e-18,3.595383420878956e-18,-0.999999997961264,1
99,4.904999985976483,-8.298710607599929e-19,-1.4720718391398995e-17,-0.999999997961264,1
100,4.90499998814588,-2.4405529114239956e-19,-1.0999512214042296e-17,-0.999999997961264,1
101,4.90499998997966,-4.0822379400840936e-19,2.44253489362636e-18,-0.999999997961264,1
102,4.904999991529786,-1.3051567327761183e-19,-5.042919378625013e-18,-0.999999997961264,1
103,4.904999992840086,-8.914478819319755e-17,-8.560628049940839e-18,-0.999999997961264,1
104,4.904999993947703,-1.9895228833340292e-17,7.251953321841977e-18,-0.999999997961264,1
105,4.904999994883967,-4.791870300148906e-18,9.761287196395319e-18,-0.999999997961264,1
106,4.904999995675391,-9.268303083746073e-19,-1.1471031197269578e-17,-0.999999997961264,1
107,4.904999996344405,-2.9499036371145355e-19,1.1328235464483373e-17,-0.999999997961264,1
108,4.904999996909916,-8.913926012588405e-17,-1.9762535852611143e-18,-0.999999997961264,1
109,4.9049999973879235,-1.968365318309025e-17,-1.2909228716895392e-18,-0.999999997961264,1
110,4.904999997792007,-4.310750461680155e-18,-5.8506936734423476e-18,-0.999999997961264,1
111,4.904999998133571,-1.2035391410037538e-18,-4.467917044773492e-18,-0.999999997961264,1
112,4.9049999984223085,-4.908623295427996e-17,-2.7460943801313782e-18,-0.999999997961264,1
113,4.904999998666385,-1.0693276755094439e-17,2.899958669803654e-18,-0.999999997961264,1
114,4.904999998872683,-2.5211601590751728e-18,1.154787396662137e-17,-0.999999997961264,1
115,4.90499999904707,-6.051924452741835e-19,1.0999502816834866e-17,-0.999999997961264,1
116,4.904999999194498,-1.7288618983032601e-19,-1.2056295058535572e-17,-0.999999997961264,1
117,4.904999999319097,-2.0920070056075926e-16,-1.3383844526359416e-17,-0.999999997961264,1
118,4.9049999994244455,-4.6781375201165106e-17,-1.4232104985313994e-17,-0.999999997961264,1
119,4.904999999513467,-1.0502298294809045e-17,8.044418791918902e-18,-0.999999997961264,1
120,4.904999999588722,-2.3682079668183122e-18,1.362095337724957e-17,-0.999999997961264,1
121,4.904999999652363,-6.291078805910835e-19,-3.862286068014703e-18,-0.999999997961264,1
122,4.904999999706135,-2.0424294315002867e-19,-6.544134221386027e-18,-0.999999997961264,1
123,4.904999999751583,2.6721326957746547e-19,4.3167273185533305e-18,-0.999999997961264,1
124,4.9049999997900215,8.301050844625972e-20,5.979330724492538e-18,-0.999999997961264,1
125,4.90499999982252,-9.011028332993351e-20,-4.181037904385647e-18,-0.999999997961264,1
126,4.904999999849979,-8.748819238496833e-20,8.519615068381758e-18,-0.999999997961264,1
127,4.904999999873175,1.177048895712721e-19,-9.522160716234402e-18,-0.999999997961264,1
128,4.9049999998927785,1.1257301397801995e-19,-2.5409871182162462e-18,-0.999999997961264,1
129,4.904999999909378,4.341269026330026e-20,5.388836228431801e-18,-0.999999997961264,1
130,4.9049999999233975,2.8503411768516465e-19,-1.146932029345064e-17,-0.999999997961264,1
131,4.904999999935233,1.8037027197878188e-19,-1.0149445648646577e-17,-0.999999997961264,1
132,4.904999999945258,1.206596943304013e-19,8.905082756041583e-18,-0.999999997961264,1
133,4.904999999953739,1.9106586575776578e-19,9.775402679670301e-18,-0.999999997961264,1
134,4.904999999960889,-1.9472352953484437e-19,4.706770362924107e-19,-0.999999997961264,1
135,4.90499999996695,1.588818650118315e-20,1.0245834710210627e-17,-0.999999997961264,1
136,4.904999999972046,2.9239508948815505e-19,-1.3039763715885367e-17,-0.999999997961264,1
137,4.904999999976368,-1.2728726011661155e-19,4.1876330910765785e-18,-0.999999997961264,1
138,4.904999999980047,7.122511757970631e-20,-2.990342007011814e-18,-0.999999997961264,1
139,4.904999999983124,-6.472154015437651e-20,-4.247394705100283e-18,-0.999999997961264,1
140,4.904999999985729,1.211232252242236e-19,-8.44958639669508e-18,-0.999999997961264,1
141,4.904999999987943,-1.0676434425336838e-19,-2.080558212898236e-18,-0.999999997961264,1
142,4.904999999989811,-1.407347172008726e-19,4.549215413348556e-18,-0.999999997961264,1
143,4.904999999991365,3.0700208413867365e-20,-1.189172046861266e-17,-0.999999997961264,1
144,4.904999999992713,-4.63901986565435e-16,6.205791581520004e-18,-0.999999997961264,1
145,4.904999999993847,8.515351469597191e-17,1.981110811708618e-18,-0.999999997961264,1
146,4.904999999994793,1.881480454501365e-17,-1.0125638360728721e-17,-0.999999997961264,1
147,4.904999999995593,4.130853083819859e-18,3.221416765100469e-18,-0.999999997961264,1
148,4.904999999996299,1.1978353969247239e-18,2.0026933712703143e-17,-0.999999997961264,1
149,0.0,0.0,0.0,0.0,1
150,15.002080549880818,0.6216874462255007,0.16263214035359919,-0.7661954742730303,1
151,4.7693864593470705,-0.04239200426543418,-0.7058349069560484,-0.7071067797039526,1
152,0.0,0.0,0.0,0.0,1
153,0.0,0.0,0.0,0.0,1
154,0.0,0.0,0.0,0.0,1
155,0.0,0.0,0.0,0.0,1
156,0.0,0.0,0.0,0.0,1
157,0.0,0.0,0.0,0.0,1
158,0.0,0.0,0.0,0.0,1
159,0.0,0.0,0.0,0.0,1
160,0.0,0.0,0.0,0.0,1
161,0.0,0.0,0.0,0.0,1
162,0.0,0.0,0.0,0.0,1
163,0.0,0.0,0.0,0.0,1
164,0.0,0.0,0.0,0.0,1
165,0.0,0.0,0.0,0.0,1
166,0.0,0.0,0.0,0.0,1
167,0.0,0.0,0.0,0.0,1
168,0.0,0.0,0.0,0.0,1
169,0.0,0.0,0.0,0.0,1
170,0.0,0.0,0.0,0.0,1
171,0.0,0.0,0.0,0.0,1
172,0.0,0.0,0.0,0.0,1
173,0.0,0.0,0.0,0.0,1
174,0.0,0.0,0.0,0.0,1
175,0.0,0.0,0.0,0.0,1
176,0.0,0.0,0.0,0.0,1
177,0.0,0.0,0.0,0.0,1
178,0.0,0.0,0.0,0.0,1
179,0.0,0.0,0.0,0.0,1
180,0.0,0.0,0.0,0.0,1
181,0.0,0.0,0.0,0.0,1
182,0.0,0.0,0.0,0.0,1
183,0.0,0.0,0.0,0.0,1
184,0.0,0.0,0.0,0.0,1
185,0.0,0.0,0.0,0.0,1
186,0.0,0.0,0.0,0.0,1
187,0.0,0.0,0.0,0.0,1
188,0.0,0.0,0.0,0.0,1
189,0.0,0.0,0.0,0.0,1
190,0.0,0.0,0.0,0.0,1
191,0.0,0.0,0.0,0.0,1
192,0.0,0.0,0.0,0.0,1
193,0.0,0.0,0.0,0.0,1
194,0.0,0.0,0.0,0.0,1
195,0.0,0.0,0.0,0.0,1
196,0.0,0.0,0.0,0.0,1
197,0.0,0.0,0.0,0.0,1
198,0.0,0.0,0.0,0.0,1
199,0.0,0.0,0.0,0.0,1
200,0.0,0.0,0.0,0.0,1
201,0.0,0.0,0.0,0.0,1
202,0.0,0.0,0.0,0.0,1
203,0.0,0.0,0.0,0.0,1
204,0.0,0.0,0.0,0.0,1
205,0.0,0.0,0.0,0.0,1
206,0.0,0.0,0.0,0.0,1
207,0.0,0.0,0.0,0.0,1
208,0.0,0.0,0.0,0.0,1
209,0.0,0.0,0.0,0.0,1
210,0.0,0.0,0.0,0.0,1
211,0.0,0.0,0.0,0.0,1
212,0.0,0.0,0.0,0.0,1
213,0.0,0.0,0.0,0.0,1
214,0.0,0.0,0.0,0.0,1
215,0.0,0.0,0.0,0.0,1
216,0.0,0.0,0.0,0.0,1
217,0.0,0.0,0.0,0.0,1
218,0.0,0.0,0.0,0.0,1
219,0.0,0.0,0.0,0.0,1
220,0.0,0.0,0.0,0.0,1
221,0.0,0.0,0.0,0.0,1
222,0.0,0.0,0.0,0.0,1
223,0.0,0.0,0.0,0.0,1
224,0.0,0.0,0.0,0.0,1
225,0.0,0.0,0.0,0.0,1
226,0.0,0.0,0.0,0.0,1
227,0.0,0.0,0.0,0.0,1
228,0.0,0.0,0.0,0.0,1
229,0.0,0.0,0.0,0.0,1
230,0.0,0.0,0.0,0.0,1
231,0.0,0.0,0.0,0.0,1
232,0.0,0.0,0.0,0.0,1
233,0.0,0.0,0.0,0.0,1
234,0.0,0.0,0.0,0.0,1
235,0.0,0.0,0.0,0.0,1
236,0.0,0.0,0.0,0.0,1
237,0.0,0.0,0.0,0.0,1
238,0.0,0.0,0.0,0.0,1
239,0.0,0.0,0.0,0.0,1
240,0.0,0.0,0.0,0.0,1
241,0.0,0.0,0.0,0.0,1
242,0.0,0.0,0.0,0.0,1
243,0.0,0.0,0.0,0.0,1
244,0.0,0.0,0.0,0.0,1
245,0.0,0.0,0.0,0.0,1
246,0.0,0.0,0.0,0.0,1
247,0.0,0.0,0.0,0.0,1
248,0.0,0.0,0.0,0.0,1
249,0.0,0.0,0.0,0.0,1
250,0.0,0.0,0.0,0.0,1
251,0.0,0.0,0.0,0.0,1
252,0.0,0.0,0.0,0.0,1
253,0.0,0.0,0.0,0.0,1
254,0.0,0.0,0.0,0.0,1
255,0.0,0.0,0.0,0.0,1
256,0.0,0.0,0.0,0.0,1
257,0.0,0.0,0.0,0.0,1
258,0.0,0.0,0.0,0.0,1
259,0.0,0.0,0.0,0.0,1
260,0.0,0.0,0.0,0.0,1
261,0.0,0.0,0.0,0.0,1
262,0.0,0.0,0.0,0.0,1
263,0.0,0.0,0.0,0.0,1
264,0.0,0.0,0.0,0.0,1
265,0.0,0.0,0.0,0.0,1
266,0.0,0.0,0.0,0.0,1
267,0.0,0.0,0.0,0.0,1
268,0.0,0.0,0.0,0.0,1
269,0.0,0.0,0.0,0.0,1
270,0.0,0.0,0.0,0.0,1
271,0.0,0.0,0.0,0.0,1
272,0.0,0.0,0.0,0.0,1
273,0.0,0.0,0.0,0.0,1
274,0.0,0.0,0.0,0.0,1
275,0.0,0.0,0.0,0.0,1
276,0.0,0.0,0.0,0.0,1
277,0.0,0.0,0.0,0.0,1
278,0.0,0.0,0.0,0.0,1
279,0.0,0.0,0.0,0.0,1
280,0.0,0.0,0.0,0.0,1
281,0.0,0.0,0.0,0.0,1
282,0.0,0.0,0.0,0.0,1
283,104.54866753451257,0.9868659497357231,0.16087028499431238,0.014708788759101305,1
284,87.4789677344215,0.9723354027103858,0.06698925022439584,0.22377735533735088,1
285,96.08819818086678,0.9422614536778675,0.3289579056487503,0.06269010301409511,1
286,59.926878894506885,0.9755577734950476,0.21495850379906098,-0.04560561241902652,1
287,53.76833317202782,0.99602976880294,-0.06796562268198927,0.05749237705857253,1
288,76.18552523497681,0.9664651062257557,0.03599688708418635,0.25426250668506045,1
289,83.40491052750377,0.9440263496591905,0.31631099992957834,0.09360343066843292,1
290,52.05912849268645,0.9534191759094068,0.2949055551216304,0.06342387706890898,1
291,37.855496089461724,0.9740938306962896,-0.21117374017814744,-0.08091266854007202,1
292,0.0,0.0,0.0,0.0,1
293,155.81534406316405,0.9921892914201005,-0.05872421295885604,0.11005397164702627,1
294,110.64431028707486,0.9750520359992916,0.075630717499782,0.2086948046390833,1
295,116.17497192599053,0.9377592109101754,0.3461632593117529,-0.027904481425660644,1
296,66.14535422659169,0.9798764716694389,0.17805865014666605,-0.09020652456576665,1
297,71.06717270779735,0.9275424559077201,-0.3733383134539979,0.016837336920539778,1
298,0.0,0.0,0.0,0.0,1
299,133.33937212096893,0.9965919643600125,-0.05266021447790276,0.06349297783376899,1
300,105.78511180778888,0.9772114889624121,0.10853370266254676,0.1824229728876303,1
301,79.26373739894994,0.9857719555992078,0.10009536506744725,0.13503543680754979,1
302,40.70715260766899,0.969261600507674,0.21678780977985218,0.11633999665137887,1
303,33.21969105351235,0.8155362846160392,0.5197852189933418,0.2544089109851653,1
304,0.0,0.0,0.0,0.0,1
305,32.53714468846115,0.994017684568599,-0.08342908549188979,-0.07048708991146035,1
306,0.0,0.0,0.0,0.0,1
307,123.74751226956779,0.9912542041953415,0.06351027455761085,0.11567863903529338,1
308,111.92465564474874,0.9662831322159466,0.16157638269298494,0.2004743893171839,1
309,78.74760029090088,0.9595771536989058,0.20486028035044876,0.19298692023001496,1
310,65.4275646321248,0.9710419540030741,0.16045560516246615,0.17700712424124931,1
311,61.28063615448689,0.9588375650346231,0.07562814203530119,0.2736985708482885,1
312,43.99802706462027,0.9720118194835033,-0.08982396804304146,0.21708218972270862,1
313,32.73724425477927,0.9776600314600431,-0.20956406690396837,-0.016240817014288658,1
314,0.0,0.0,0.0,0.0,1
315,91.37084209680357,0.9674647387814774,-0.2518575230642831,0.02407835275768963,1
316,63.159163088087624,0.977536547091841,-0.21076331313827087,-0.001060480117531463,1
317,0.0,0.0,0.0,0.0,1
318,0.0,0.0,0.0,0.0,1
319,174.29881317219866,0.9975605985904125,-0.06843852262293663,-0.013748477966023817,1
320,142.05280149768953,0.9810945789774882,0.0938250726339406,0.16926394390249846,1
321,102.3917558174479,0.9814759777358687,0.0938408544357191,0.1670293356595383,1
322,78.09440083942123,0.9902986771008768,0.053618602488339655,0.12819350741496424,1
323,69.41511954563686,0.9829533520805318,-0.0047730650225228785,0.18379315872963134,1
324,0.0,0.0,0.0,0.0,1
325,96.79359934300297,0.9818785625833624,-0.1878114009981781,-0.02532520064494577,1
326,80.22820803862305,0.9945420133926215,-0.06270891616106757,0.08338929896315332,1
327,0.0,0.0,0.0,0.0,1
328,81.01573185115916,0.9972614992738402,-0.05278141194411059,-0.051803710025564595,1
329,78.49085362052118,0.9979265487444204,0.05587680962203878,0.03194346885836909,1
330,0.0,0.0,0.0,0.0,1
331,102.34970595046542,0.9838883634877936,-0.13219316157281852,-0.12036883330532759,1
332,91.17493963835892,0.9957517922849859,-0.085930731221164,-0.03307986356797475,1
333,37.023436617945215,0.9922512492633286,0.08132707121293273,0.09393277001713392,1
334,0.0,0.0,0.0,0.0,1
335,49.90470044461344,0.956486933211784,-0.19587593769440503,-0.21625300743964204,1
336,0.0,0.0,0.0,0.0,1
337,98.82478361278577,0.9857458773541438,-0.09370943190984911,-0.13972690309337224,1
338,94.24464008972026,0.9959401471083601,0.08788323424449418,0.01948743965459946,1
339,49.852438175951995,0.9406777778541532,0.3226278035579944,0.10505531029668304,1
340,0.0,0.0,0.0,0.0,1
341,109.81108237977872,0.9795025277528022,-0.1510068374920828,-0.13331066339336695,1
342,97.01686770985516,0.992727062769908,-0.1076613092130186,-0.053870410585222975,1
343,0.0,0.0,0.0,0.0,1
344,107.40801671412953,0.9806074175359133,-0.13324346548926833,-0.14371941897931445,1
345,96.45474118446778,0.9941155779103695,-0.07044381402756544,-0.08229147351840861,1
346,0.0,0.0,0.0,0.0,1
347,107.46763226041651,0.9495427633182023,-0.21114791632109156,-0.23191614406330419,1
348,105.48137351717654,0.9902048878109727,-0.09731618049067774,-0.10011913393731436,1
349,0.0,0.0,0.0,0.0,1
350,135.12899806075768,0.966584821666987,-0.1881397811319577,-0.17411836528813085,1
351,117.01083196593794,0.9795879321328236,-0.16594396406241513,-0.11344639192176369,1
352,59.2831519715576,0.9913627701993823,-0.1181551881553416,-0.056914049559124276,1
353,0.0,0.0,0.0,0.0,1
354,90.07777108377111,0.8935377492847092,-0.3105374994080995,-0.3242788180602468,1
355,0.0,0.0,0.0,0.0,1
356,135.24766811500393,0.955756213104785,-0.19740454421298015,-0.2180860080055334,1
357,119.46246626909131,0.9839954810120561,-0.11713855779410659,-0.13428124015793388,1
358,93.54979926003708,0.9968235334077639,-0.026450582564995582,-0.07512129999303241,1
359,0.0,0.0,0.0,0.0,1
360,77.71212672782839,0.8724335278657193,-0.4087904912295409,-0.2678620418773924,1
361,0.0,0.0,0.0,0.0,1
362,122.9363481067368,0.9467660255681344,-0.21797495994444838,-0.23689873259358987,1
363,192.51546216453409,0.9827393779299191,-0.050477458636606715,-0.17797567567400244,1
364,157.64932015869695,0.9707495759709617,-0.10168199981406095,-0.2174994977905639,1
365,0.0,0.0,0.0,0.0,1
366,171.78234341189122,0.9832035023087531,-0.1091549302614925,-0.14627396942376333,1
367,142.65871174688638,0.9692557937715313,0.13241089089948224,-0.20738987938501102,1
368,113.7120655380612,0.9601233020739514,0.05862427231849747,-0.27336137132714233,1
369,0.0,0.0,0.0,0.0,1
370,147.90479925917586,0.9709313954193526,0.15081892070122965,-0.1858652157137606,1
371,155.89061312032985,0.9584760059637981,0.1518307600465833,-0.24139421320128399,1
372,145.07840178585462,0.958103887196727,0.1706699280372623,-0.23001894892469305,1
373,0.0,0.0,0.0,0.0,1
374,0.0,0.0,0.0,0.0,1
375,0.0,0.0,0.0,0.0,1
376,197.11037972419007,0.8544527747849675,-0.4568103607354336,0.24745656161348145,1
377,0.0,0.0,0.0,0.0,1
378,188.22076236428978,0.8576194302506347,-0.4327279598671665,0.2779126220586577,1
379,185.94632545788275,0.879955912551898,-0.3492439044775792,0.32203460534957107,1
380,160.0605193833289,0.8821318763279425,-0.3353135917907337,0.33076902485206794,1
381,126.13021475407297,0.8639440108511826,-0.4370426290023965,0.25018890141347044,1
382,0.0,0.0,0.0,0.0,1
383,0.0,0.0,0.0,0.0,1
384,0.0,0.0,0.0,0.0,1
385,0.0,0.0,0.0,0.0,1
386,0.0,0.0,0.0,0.0,1
387,0.0,0.0,0.0,0.0,1
388,0.0,0.0,0.0,0.0,1
389,0.0,0.0,0.0,0.0,1
390,0.0,0.0,0.0,0.0,1
391,0.0,0.0,0.0,0.0,1
392,0.0,0.0,0.0,0.0,1
393,0.0,0.0,0.0,0.0,1
394,0.0,0.0,0.0,0.0,1
395,0.0,0.0,0.0,0.0,1
396,0.0,0.0,0.0,0.0,1
397,0.0,0.0,0.0,0.0,1
398,0.0,0.0,0.0,0.0,1
399,0.0,0.0,0.0,0.0,1
400,0.0,0.0,0.0,0.0,1
401,0.0,0.0,0.0,0.0,1
402,0.0,0.0,0.0,0.0,1
403,0.0,0.0,0.0,0.0,1
404,0.0,0.0,0.0,0.0,1
405,0.0,0.0,0.0,0.0,1
406,0.0,0.0,0.0,0.0,1
407,0.0,0.0,0.0,0.0,1
408,0.0,0.0,0.0,0.0,1
409,0.0,0.0,0.0,0.0,1
410,0.0,0.0,0.0,0.0,1
411,0.0,0.0,0.0,0.0,1
412,0.0,0.0,0.0,0.0,1
413,0.0,0.0,0.0,0.0,1
414,0.0,0.0,0.0,0.0,1
415,0.0,0.0,0.0,0.0,1
416,0.0,0.0,0.0,0.0,1
417,0.0,0.0,0.0,0.0,1
418,0.0,0.0,0.0,0.0,1
419,0.0,0.0,0.0,0.0,1
420,0.0,0.0,0.0,0.0,1
421,0.0,0.0,0.0,0.0,1
422,0.0,0.0,0.0,0.0,1
423,0.0,0.0,0.0,0.0,1
424,0.0,0.0,0.0,0.0,1
425,0.0,0.0,0.0,0.0,1
426,0.0,0.0,0.0,0.0,1
427,0.0,0.0,0.0,0.0,1
428,0.0,0.0,0.0,0.0,1
429,0.0,0.0,0.0,0.0,1
430,0.0,0.0,0.0,0.0,1
431,0.0,0.0,0.0,0.0,1
